id,pokemon_id,generation_id,exclusive_version_group_id,move_id,move_method_id,level,move_order
8051,37,5,"",52,1,1,""
8052,37,5,"",53,1,37,""
8053,37,5,"",53,4,"",""
8054,37,5,"",83,1,14,""
8055,37,5,"",91,4,"",""
8056,37,5,"",92,4,"",""
8057,37,5,"",95,2,"",""
8058,37,5,"",98,1,11,""
8059,37,5,"",104,4,"",""
8060,37,5,"",109,1,17,""
8061,37,5,"",126,1,54,""
8062,37,5,"",126,4,"",""
8063,37,5,"",156,4,"",""
8064,37,5,"",164,4,"",""
8065,37,5,"",175,2,"",""
8066,37,5,"",180,2,"",""
8067,37,5,"",182,4,"",""
8068,37,5,"",185,2,"",""
8069,37,5,"",207,4,"",""
8070,37,5,"",213,4,"",""
8071,37,5,"",216,4,"",""
8072,37,5,"",218,4,"",""
8073,37,5,"",219,1,27,""
8074,37,5,"",219,4,"",""
8075,37,5,"",237,4,"",""
8076,37,5,"",241,4,"",""
8077,37,5,"",244,4,"",""
8078,37,5,"",257,2,"",""
8079,37,5,"",261,1,31,""
8080,37,5,"",261,4,"",""
8081,37,5,"",263,4,"",""
8082,37,5,"",286,1,21,""
8083,37,5,"",288,1,47,""
8084,37,5,"",290,2,"",""
8085,37,5,"",315,4,"",""
8086,37,5,"",326,1,51,""
8087,37,5,"",326,2,"",""
8088,37,5,"",336,2,"",""
8089,37,5,"",371,1,34,""
8090,37,5,"",371,4,"",""
8091,37,5,"",384,2,"",""
8092,37,5,"",394,2,"",""
8093,37,5,"",412,4,"",""
8094,37,5,"",445,1,41,""
8095,37,5,"",481,1,24,""
8096,37,5,"",488,4,"",""
8097,37,5,"",496,4,"",""
8098,37,5,"",506,2,"",""
8099,37,5,"",510,4,"",""
8100,37,5,"",517,1,44,""
8101,37,5,"",541,2,"",""
8102,38,1,"",34,4,"",""
8103,38,1,"",36,4,"",""
8104,38,1,"",38,4,"",""
8105,38,1,"",39,1,1,2
8106,38,1,"",46,1,1,4
8107,38,1,"",52,1,1,1
8108,38,1,"",63,4,"",""
8109,38,1,"",91,4,"",""
8110,38,1,"",92,4,"",""
8111,38,1,"",98,1,1,3
8112,38,1,"",99,4,"",""
8113,38,1,"",102,4,"",""
8114,38,1,"",104,4,"",""
8115,38,1,"",115,4,"",""
8116,38,1,"",117,4,"",""
8117,38,1,"",126,4,"",""
8118,38,1,"",129,4,"",""
8119,38,1,"",130,4,"",""
8120,38,1,"",156,4,"",""
8121,38,1,"",164,4,"",""
8122,38,2,"",29,4,"",""
8123,38,2,"",46,4,"",""
8124,38,2,"",52,1,1,1
8125,38,2,"",63,4,"",""
8126,38,2,"",83,1,43,""
8127,38,2,"",91,4,"",""
8128,38,2,"",92,4,"",""
8129,38,2,"",98,1,1,2
8130,38,2,"",104,4,"",""
8131,38,2,"",109,1,1,3
8132,38,2,"",126,4,"",""
8133,38,2,"",129,4,"",""
8134,38,2,"",156,4,"",""
8135,38,2,"",173,4,"",""
8136,38,2,"",174,4,"",""
8137,38,2,"",182,4,"",""
8138,38,2,"",203,4,"",""
8139,38,2,"",207,4,"",""
8140,38,2,"",213,4,"",""
8141,38,2,"",214,4,"",""
8142,38,2,"",216,4,"",""
8143,38,2,"",218,4,"",""
8144,38,2,"",219,1,1,4
8145,38,2,"",231,4,"",""
8146,38,2,"",237,4,"",""
8147,38,2,"",241,4,"",""
8148,38,2,4,53,3,"",""
8149,38,3,"",46,4,"",""
8150,38,3,"",52,1,1,1
8151,38,3,"",53,4,"",""
8152,38,3,"",63,4,"",""
8153,38,3,"",83,1,45,""
8154,38,3,"",91,4,"",""
8155,38,3,"",92,4,"",""
8156,38,3,"",98,1,1,2
8157,38,3,"",104,4,"",""
8158,38,3,"",109,1,1,3
8159,38,3,"",126,4,"",""
8160,38,3,"",156,4,"",""
8161,38,3,"",182,4,"",""
8162,38,3,"",213,4,"",""
8163,38,3,"",216,4,"",""
8164,38,3,"",218,4,"",""
8165,38,3,"",219,1,1,4
8166,38,3,"",219,4,"",""
8167,38,3,"",231,4,"",""
8168,38,3,"",237,4,"",""
8169,38,3,"",241,4,"",""
8170,38,3,"",263,4,"",""
8171,38,3,"",290,4,"",""
8172,38,3,"",315,4,"",""
8173,38,3,6,34,3,"",""
8174,38,3,6,38,3,"",""
8175,38,3,6,102,3,"",""
8176,38,3,6,129,3,"",""
8177,38,3,6,164,3,"",""
8178,38,3,6,173,3,"",""
8179,38,3,6,203,3,"",""
8180,38,3,6,207,3,"",""
8181,38,3,6,214,3,"",""
8182,38,3,7,34,3,"",""
8183,38,3,7,38,3,"",""
8184,38,3,7,102,3,"",""
8185,38,3,7,164,3,"",""
8186,38,4,"",46,4,"",""
8187,38,4,"",52,1,1,2
8188,38,4,"",53,4,"",""
8189,38,4,"",63,4,"",""
8190,38,4,"",76,4,"",""
8191,38,4,"",91,4,"",""
8192,38,4,"",92,4,"",""
8193,38,4,"",98,1,1,3
8194,38,4,"",104,4,"",""
8195,38,4,"",109,1,1,4
8196,38,4,"",126,4,"",""
8197,38,4,"",138,4,"",""
8198,38,4,"",156,4,"",""
8199,38,4,"",164,4,"",""
8200,38,4,"",182,4,"",""
8201,38,4,"",203,4,"",""
8202,38,4,"",207,4,"",""
8203,38,4,"",213,4,"",""
8204,38,4,"",214,4,"",""
8205,38,4,"",216,4,"",""
8206,38,4,"",218,4,"",""
8207,38,4,"",219,1,1,5
8208,38,4,"",219,4,"",""
8209,38,4,"",231,4,"",""
8210,38,4,"",237,4,"",""
8211,38,4,"",241,4,"",""
8212,38,4,"",244,4,"",""
8213,38,4,"",261,4,"",""
8214,38,4,"",263,4,"",""
8215,38,4,"",290,4,"",""
8216,38,4,"",315,4,"",""
8217,38,4,"",347,4,"",""
8218,38,4,"",363,4,"",""
8219,38,4,"",371,4,"",""
8220,38,4,"",399,4,"",""
8221,38,4,"",416,4,"",""
8222,38,4,"",417,1,1,1
8223,38,4,"",445,4,"",""
8224,38,4,9,129,3,"",""
8225,38,4,9,173,3,"",""
8226,38,4,9,180,3,"",""
8227,38,4,9,257,3,"",""
8228,38,4,9,428,3,"",""
8229,38,4,9,466,3,"",""
8230,38,4,10,29,3,"",""
8231,38,4,10,129,3,"",""
8232,38,4,10,173,3,"",""
8233,38,4,10,180,3,"",""
8234,38,4,10,220,3,"",""
8235,38,4,10,257,3,"",""
8236,38,4,10,277,3,"",""
8237,38,4,10,428,3,"",""
8238,38,4,10,466,3,"",""
8239,38,5,"",46,4,"",""
8240,38,5,"",52,1,1,2
8241,38,5,"",53,4,"",""
8242,38,5,"",63,4,"",""
8243,38,5,"",76,4,"",""
8244,38,5,"",91,4,"",""
8245,38,5,"",92,4,"",""
8246,38,5,"",98,1,1,3
8247,38,5,"",104,4,"",""
8248,38,5,"",109,1,1,4
8249,38,5,"",126,4,"",""
8250,38,5,"",138,4,"",""
8251,38,5,"",156,4,"",""
8252,38,5,"",164,4,"",""
8253,38,5,"",182,4,"",""
8254,38,5,"",207,4,"",""
8255,38,5,"",213,4,"",""
8256,38,5,"",216,4,"",""
8257,38,5,"",218,4,"",""
8258,38,5,"",219,1,1,5
8259,38,5,"",219,4,"",""
8260,38,5,"",237,4,"",""
8261,38,5,"",241,4,"",""
8262,38,5,"",244,4,"",""
8263,38,5,"",261,4,"",""
8264,38,5,"",263,4,"",""
8265,38,5,"",315,4,"",""
8266,38,5,"",347,4,"",""
8267,38,5,"",371,4,"",""
8268,38,5,"",412,4,"",""
8269,38,5,"",416,4,"",""
8270,38,5,"",417,1,1,1
8271,38,5,"",473,4,"",""
8272,38,5,"",488,4,"",""
8273,38,5,"",496,4,"",""
8274,38,5,"",510,4,"",""
8275,39,1,"",1,1,9,""
8276,39,1,"",3,1,24,""
8277,39,1,"",5,4,"",""
8278,39,1,"",25,4,"",""
8279,39,1,"",34,1,34,""
8280,39,1,"",34,4,"",""
8281,39,1,"",36,4,"",""
8282,39,1,"",38,1,39,""
8283,39,1,"",38,4,"",""
8284,39,1,"",47,1,1,""
8285,39,1,"",50,1,14,""
8286,39,1,"",55,4,"",""
8287,39,1,"",58,4,"",""
8288,39,1,"",59,4,"",""
8289,39,1,"",61,4,"",""
8290,39,1,"",66,4,"",""
8291,39,1,"",68,4,"",""
8292,39,1,"",69,4,"",""
8293,39,1,"",70,4,"",""
8294,39,1,"",76,4,"",""
8295,39,1,"",85,4,"",""
8296,39,1,"",86,4,"",""
8297,39,1,"",87,4,"",""
8298,39,1,"",92,4,"",""
8299,39,1,"",94,4,"",""
8300,39,1,"",99,4,"",""
8301,39,1,"",100,4,"",""
8302,39,1,"",102,4,"",""
8303,39,1,"",104,4,"",""
8304,39,1,"",111,1,19,""
8305,39,1,"",115,4,"",""
8306,39,1,"",117,4,"",""
8307,39,1,"",126,4,"",""
8308,39,1,"",130,4,"",""
8309,39,1,"",148,4,"",""
8310,39,1,"",149,4,"",""
8311,39,1,"",156,1,29,""
8312,39,1,"",156,4,"",""
8313,39,1,"",161,4,"",""
8314,39,1,"",164,4,"",""
8315,39,2,"",1,1,9,""
8316,39,2,"",3,1,24,""
8317,39,2,"",7,4,"",""
8318,39,2,"",8,4,"",""
8319,39,2,"",9,4,"",""
8320,39,2,"",29,4,"",""
8321,39,2,"",34,1,34,""
8322,39,2,"",38,1,39,""
8323,39,2,"",47,1,1,""
8324,39,2,"",50,1,14,""
8325,39,2,"",59,4,"",""
8326,39,2,"",70,4,"",""
8327,39,2,"",76,4,"",""
8328,39,2,"",87,4,"",""
8329,39,2,"",92,4,"",""
8330,39,2,"",94,4,"",""
8331,39,2,"",104,4,"",""
8332,39,2,"",111,1,4,""
8333,39,2,"",111,4,"",""
8334,39,2,"",126,4,"",""
8335,39,2,"",138,4,"",""
8336,39,2,"",148,4,"",""
8337,39,2,"",156,1,29,""
8338,39,2,"",156,4,"",""
8339,39,2,"",171,4,"",""
8340,39,2,"",173,4,"",""
8341,39,2,"",174,4,"",""
8342,39,2,"",182,4,"",""
8343,39,2,"",189,4,"",""
8344,39,2,"",192,4,"",""
8345,39,2,"",197,4,"",""
8346,39,2,"",203,4,"",""
8347,39,2,"",205,1,19,""
8348,39,2,"",205,4,"",""
8349,39,2,"",207,4,"",""
8350,39,2,"",213,4,"",""
8351,39,2,"",214,4,"",""
8352,39,2,"",216,4,"",""
8353,39,2,"",218,4,"",""
8354,39,2,"",223,4,"",""
8355,39,2,"",237,4,"",""
8356,39,2,"",240,4,"",""
8357,39,2,"",241,4,"",""
8358,39,2,"",244,4,"",""
8359,39,2,"",247,4,"",""
8360,39,2,4,53,3,"",""
8361,39,2,4,58,3,"",""
8362,39,2,4,85,3,"",""
8363,39,3,"",1,1,9,""
8364,39,3,"",3,1,24,""
8365,39,3,"",34,1,34,""
8366,39,3,"",38,1,49,""
8367,39,3,"",47,1,1,""
8368,39,3,"",50,1,14,""
8369,39,3,"",53,4,"",""
8370,39,3,"",58,4,"",""
8371,39,3,"",59,4,"",""
8372,39,3,"",70,4,"",""
8373,39,3,"",76,4,"",""
8374,39,3,"",85,4,"",""
8375,39,3,"",87,4,"",""
8376,39,3,"",91,4,"",""
8377,39,3,"",92,4,"",""
8378,39,3,"",94,4,"",""
8379,39,3,"",102,1,39,""
8380,39,3,"",104,4,"",""
8381,39,3,"",111,1,4,""
8382,39,3,"",113,4,"",""
8383,39,3,"",115,4,"",""
8384,39,3,"",126,4,"",""
8385,39,3,"",148,4,"",""
8386,39,3,"",156,1,29,""
8387,39,3,"",156,4,"",""
8388,39,3,"",182,4,"",""
8389,39,3,"",205,1,19,""
8390,39,3,"",213,4,"",""
8391,39,3,"",216,4,"",""
8392,39,3,"",218,4,"",""
8393,39,3,"",219,4,"",""
8394,39,3,"",237,4,"",""
8395,39,3,"",240,4,"",""
8396,39,3,"",241,4,"",""
8397,39,3,"",247,4,"",""
8398,39,3,"",263,4,"",""
8399,39,3,"",264,4,"",""
8400,39,3,"",280,4,"",""
8401,39,3,"",289,4,"",""
8402,39,3,"",290,4,"",""
8403,39,3,"",304,1,44,""
8404,39,3,"",351,4,"",""
8405,39,3,"",352,4,"",""
8406,39,3,6,5,3,"",""
8407,39,3,6,7,3,"",""
8408,39,3,6,8,3,"",""
8409,39,3,6,9,3,"",""
8410,39,3,6,25,3,"",""
8411,39,3,6,34,3,"",""
8412,39,3,6,38,3,"",""
8413,39,3,6,68,3,"",""
8414,39,3,6,69,3,"",""
8415,39,3,6,86,3,"",""
8416,39,3,6,102,3,"",""
8417,39,3,6,111,3,"",""
8418,39,3,6,138,3,"",""
8419,39,3,6,164,3,"",""
8420,39,3,6,173,3,"",""
8421,39,3,6,189,3,"",""
8422,39,3,6,203,3,"",""
8423,39,3,6,205,3,"",""
8424,39,3,6,207,3,"",""
8425,39,3,6,214,3,"",""
8426,39,3,6,223,3,"",""
8427,39,3,6,244,3,"",""
8428,39,3,7,5,3,"",""
8429,39,3,7,25,3,"",""
8430,39,3,7,34,3,"",""
8431,39,3,7,38,3,"",""
8432,39,3,7,68,3,"",""
8433,39,3,7,69,3,"",""
8434,39,3,7,86,3,"",""
8435,39,3,7,102,3,"",""
8436,39,3,7,138,3,"",""
8437,39,3,7,164,3,"",""
8438,39,4,"",1,1,9,""
8439,39,4,"",3,1,21,""
8440,39,4,"",34,1,29,""
8441,39,4,"",38,1,49,""
8442,39,4,"",47,1,1,""
8443,39,4,"",50,1,13,""
8444,39,4,"",53,4,"",""
8445,39,4,"",58,4,"",""
8446,39,4,"",59,4,"",""
8447,39,4,"",70,4,"",""
8448,39,4,"",76,4,"",""
8449,39,4,"",85,4,"",""
8450,39,4,"",86,4,"",""
8451,39,4,"",87,4,"",""
8452,39,4,"",91,4,"",""
8453,39,4,"",92,4,"",""
8454,39,4,"",94,4,"",""
8455,39,4,"",102,1,41,""
8456,39,4,"",104,4,"",""
8457,39,4,"",111,1,5,""
8458,39,4,"",113,4,"",""
8459,39,4,"",115,4,"",""
8460,39,4,"",126,4,"",""
8461,39,4,"",138,4,"",""
8462,39,4,"",148,4,"",""
8463,39,4,"",156,1,25,""
8464,39,4,"",156,4,"",""
8465,39,4,"",164,4,"",""
8466,39,4,"",182,4,"",""
8467,39,4,"",203,4,"",""
8468,39,4,"",205,1,17,""
8469,39,4,"",207,4,"",""
8470,39,4,"",213,4,"",""
8471,39,4,"",214,4,"",""
8472,39,4,"",216,4,"",""
8473,39,4,"",218,4,"",""
8474,39,4,"",219,4,"",""
8475,39,4,"",237,4,"",""
8476,39,4,"",240,4,"",""
8477,39,4,"",241,4,"",""
8478,39,4,"",244,4,"",""
8479,39,4,"",247,4,"",""
8480,39,4,"",263,4,"",""
8481,39,4,"",264,4,"",""
8482,39,4,"",278,4,"",""
8483,39,4,"",280,4,"",""
8484,39,4,"",289,4,"",""
8485,39,4,"",290,4,"",""
8486,39,4,"",304,1,45,""
8487,39,4,"",351,4,"",""
8488,39,4,"",352,4,"",""
8489,39,4,"",358,1,37,""
8490,39,4,"",360,1,33,""
8491,39,4,"",360,4,"",""
8492,39,4,"",363,4,"",""
8493,39,4,"",374,4,"",""
8494,39,4,"",409,4,"",""
8495,39,4,"",445,4,"",""
8496,39,4,"",446,4,"",""
8497,39,4,"",447,4,"",""
8498,39,4,"",451,4,"",""
8499,39,4,9,7,3,"",""
8500,39,4,9,8,3,"",""
8501,39,4,9,9,3,"",""
8502,39,4,9,173,3,"",""
8503,39,4,9,189,3,"",""
8504,39,4,9,196,3,"",""
8505,39,4,9,205,3,"",""
8506,39,4,9,270,3,"",""
8507,39,4,9,282,3,"",""
8508,39,4,9,283,3,"",""
8509,39,4,9,340,3,"",""
8510,39,4,9,387,3,"",""
8511,39,4,10,7,3,"",""
8512,39,4,10,8,3,"",""
8513,39,4,10,9,3,"",""
8514,39,4,10,29,3,"",""
8515,39,4,10,173,3,"",""
8516,39,4,10,189,3,"",""
8517,39,4,10,196,3,"",""
8518,39,4,10,205,3,"",""
8519,39,4,10,215,3,"",""
8520,39,4,10,220,3,"",""
8521,39,4,10,270,3,"",""
8522,39,4,10,272,3,"",""
8523,39,4,10,277,3,"",""
8524,39,4,10,282,3,"",""
8525,39,4,10,283,3,"",""
8526,39,4,10,340,3,"",""
8527,39,4,10,356,3,"",""
8528,39,4,10,387,3,"",""
8529,39,5,"",1,1,9,""
8530,39,5,"",3,1,25,""
8531,39,5,"",34,1,33,""
8532,39,5,"",38,1,53,""
8533,39,5,"",47,1,1,""
8534,39,5,"",50,1,13,""
8535,39,5,"",53,4,"",""
8536,39,5,"",58,4,"",""
8537,39,5,"",59,4,"",""
8538,39,5,"",70,4,"",""
8539,39,5,"",76,4,"",""
8540,39,5,"",85,4,"",""
8541,39,5,"",86,4,"",""
8542,39,5,"",87,4,"",""
8543,39,5,"",91,4,"",""
8544,39,5,"",92,4,"",""
8545,39,5,"",94,4,"",""
8546,39,5,"",102,1,45,""
8547,39,5,"",104,4,"",""
8548,39,5,"",111,1,5,""
8549,39,5,"",113,4,"",""
8550,39,5,"",115,4,"",""
8551,39,5,"",126,4,"",""
8552,39,5,"",138,4,"",""
8553,39,5,"",148,4,"",""
8554,39,5,"",156,1,29,""
8555,39,5,"",156,4,"",""
8556,39,5,"",164,4,"",""
8557,39,5,"",182,4,"",""
8558,39,5,"",205,1,21,""
8559,39,5,"",207,4,"",""
8560,39,5,"",213,4,"",""
8561,39,5,"",216,4,"",""
8562,39,5,"",218,4,"",""
8563,39,5,"",219,4,"",""
8564,39,5,"",237,4,"",""
8565,39,5,"",240,4,"",""
8566,39,5,"",241,4,"",""
8567,39,5,"",244,4,"",""
8568,39,5,"",247,4,"",""
8569,39,5,"",263,4,"",""
8570,39,5,"",280,4,"",""
8571,39,5,"",304,1,49,""
8572,39,5,"",358,1,41,""
8573,39,5,"",360,1,37,""
8574,39,5,"",360,4,"",""
8575,39,5,"",374,4,"",""
8576,39,5,"",447,4,"",""
8577,39,5,"",451,4,"",""
8578,39,5,"",496,1,17,""
8579,39,5,"",496,4,"",""
8580,39,5,"",497,4,"",""
8581,39,5,"",510,4,"",""
8582,39,5,"",514,4,"",""
8583,39,5,"",526,4,"",""
8584,39,5,"",528,4,"",""
8585,40,1,"",3,1,1,4
8586,40,1,"",5,4,"",""
8587,40,1,"",25,4,"",""
8588,40,1,"",34,4,"",""
8589,40,1,"",36,4,"",""
8590,40,1,"",38,4,"",""
8591,40,1,"",47,1,1,1
8592,40,1,"",50,1,1,2
8593,40,1,"",55,4,"",""
8594,40,1,"",58,4,"",""
8595,40,1,"",59,4,"",""
8596,40,1,"",61,4,"",""
8597,40,1,"",63,4,"",""
8598,40,1,"",66,4,"",""
8599,40,1,"",68,4,"",""
8600,40,1,"",69,4,"",""
8601,40,1,"",70,4,"",""
8602,40,1,"",76,4,"",""
8603,40,1,"",85,4,"",""
8604,40,1,"",86,4,"",""
8605,40,1,"",87,4,"",""
8606,40,1,"",92,4,"",""
8607,40,1,"",94,4,"",""
8608,40,1,"",99,4,"",""
8609,40,1,"",100,4,"",""
8610,40,1,"",102,4,"",""
8611,40,1,"",104,4,"",""
8612,40,1,"",111,1,1,3
8613,40,1,"",115,4,"",""
8614,40,1,"",117,4,"",""
8615,40,1,"",126,4,"",""
8616,40,1,"",130,4,"",""
8617,40,1,"",148,4,"",""
8618,40,1,"",149,4,"",""
8619,40,1,"",156,4,"",""
8620,40,1,"",161,4,"",""
8621,40,1,"",164,4,"",""
8622,40,2,"",3,1,1,4
8623,40,2,"",7,4,"",""
8624,40,2,"",8,4,"",""
8625,40,2,"",9,4,"",""
8626,40,2,"",29,4,"",""
8627,40,2,"",47,1,1,1
8628,40,2,"",50,1,1,2
8629,40,2,"",59,4,"",""
8630,40,2,"",63,4,"",""
8631,40,2,"",70,4,"",""
8632,40,2,"",76,4,"",""
8633,40,2,"",87,4,"",""
8634,40,2,"",92,4,"",""
8635,40,2,"",94,4,"",""
8636,40,2,"",104,4,"",""
8637,40,2,"",111,1,1,3
8638,40,2,"",111,4,"",""
8639,40,2,"",126,4,"",""
8640,40,2,"",138,4,"",""
8641,40,2,"",148,4,"",""
8642,40,2,"",156,4,"",""
8643,40,2,"",171,4,"",""
8644,40,2,"",173,4,"",""
8645,40,2,"",174,4,"",""
8646,40,2,"",182,4,"",""
8647,40,2,"",189,4,"",""
8648,40,2,"",192,4,"",""
8649,40,2,"",197,4,"",""
8650,40,2,"",203,4,"",""
8651,40,2,"",205,4,"",""
8652,40,2,"",207,4,"",""
8653,40,2,"",213,4,"",""
8654,40,2,"",214,4,"",""
8655,40,2,"",216,4,"",""
8656,40,2,"",218,4,"",""
8657,40,2,"",223,4,"",""
8658,40,2,"",237,4,"",""
8659,40,2,"",240,4,"",""
8660,40,2,"",241,4,"",""
8661,40,2,"",244,4,"",""
8662,40,2,"",247,4,"",""
8663,40,2,4,53,3,"",""
8664,40,2,4,58,3,"",""
8665,40,2,4,85,3,"",""
8666,40,3,"",3,1,1,4
8667,40,3,"",47,1,1,1
8668,40,3,"",50,1,1,2
8669,40,3,"",53,4,"",""
8670,40,3,"",58,4,"",""
8671,40,3,"",59,4,"",""
8672,40,3,"",63,4,"",""
8673,40,3,"",70,4,"",""
8674,40,3,"",76,4,"",""
8675,40,3,"",85,4,"",""
8676,40,3,"",87,4,"",""
8677,40,3,"",91,4,"",""
8678,40,3,"",92,4,"",""
8679,40,3,"",94,4,"",""
8680,40,3,"",104,4,"",""
8681,40,3,"",111,1,1,3
8682,40,3,"",113,4,"",""
8683,40,3,"",115,4,"",""
8684,40,3,"",126,4,"",""
8685,40,3,"",148,4,"",""
8686,40,3,"",156,4,"",""
8687,40,3,"",182,4,"",""
8688,40,3,"",213,4,"",""
8689,40,3,"",216,4,"",""
8690,40,3,"",218,4,"",""
8691,40,3,"",219,4,"",""
8692,40,3,"",237,4,"",""
8693,40,3,"",240,4,"",""
8694,40,3,"",241,4,"",""
8695,40,3,"",247,4,"",""
8696,40,3,"",263,4,"",""
8697,40,3,"",264,4,"",""
8698,40,3,"",280,4,"",""
8699,40,3,"",289,4,"",""
8700,40,3,"",290,4,"",""
8701,40,3,"",351,4,"",""
8702,40,3,"",352,4,"",""
8703,40,3,6,5,3,"",""
8704,40,3,6,7,3,"",""
8705,40,3,6,8,3,"",""
8706,40,3,6,9,3,"",""
8707,40,3,6,25,3,"",""
8708,40,3,6,34,3,"",""
8709,40,3,6,38,3,"",""
8710,40,3,6,68,3,"",""
8711,40,3,6,69,3,"",""
8712,40,3,6,86,3,"",""
8713,40,3,6,102,3,"",""
8714,40,3,6,111,3,"",""
8715,40,3,6,138,3,"",""
8716,40,3,6,164,3,"",""
8717,40,3,6,173,3,"",""
8718,40,3,6,189,3,"",""
8719,40,3,6,203,3,"",""
8720,40,3,6,205,3,"",""
8721,40,3,6,207,3,"",""
8722,40,3,6,214,3,"",""
8723,40,3,6,223,3,"",""
8724,40,3,6,244,3,"",""
8725,40,3,7,5,3,"",""
8726,40,3,7,25,3,"",""
8727,40,3,7,34,3,"",""
8728,40,3,7,38,3,"",""
8729,40,3,7,68,3,"",""
8730,40,3,7,69,3,"",""
8731,40,3,7,86,3,"",""
8732,40,3,7,102,3,"",""
8733,40,3,7,138,3,"",""
8734,40,3,7,164,3,"",""
8735,40,4,"",3,1,1,4
8736,40,4,"",47,1,1,1
8737,40,4,"",50,1,1,2
8738,40,4,"",53,4,"",""
8739,40,4,"",58,4,"",""
8740,40,4,"",59,4,"",""
8741,40,4,"",63,4,"",""
8742,40,4,"",70,4,"",""
8743,40,4,"",76,4,"",""
8744,40,4,"",85,4,"",""
8745,40,4,"",86,4,"",""
8746,40,4,"",87,4,"",""
8747,40,4,"",91,4,"",""
8748,40,4,"",92,4,"",""
8749,40,4,"",94,4,"",""
8750,40,4,"",104,4,"",""
8751,40,4,"",111,1,1,3
8752,40,4,"",113,4,"",""
8753,40,4,"",115,4,"",""
8754,40,4,"",126,4,"",""
8755,40,4,"",138,4,"",""
8756,40,4,"",148,4,"",""
8757,40,4,"",156,4,"",""
8758,40,4,"",164,4,"",""
8759,40,4,"",182,4,"",""
8760,40,4,"",203,4,"",""
8761,40,4,"",207,4,"",""
8762,40,4,"",213,4,"",""
8763,40,4,"",214,4,"",""
8764,40,4,"",216,4,"",""
8765,40,4,"",218,4,"",""
8766,40,4,"",219,4,"",""
8767,40,4,"",237,4,"",""
8768,40,4,"",240,4,"",""
8769,40,4,"",241,4,"",""
8770,40,4,"",244,4,"",""
8771,40,4,"",247,4,"",""
8772,40,4,"",263,4,"",""
8773,40,4,"",264,4,"",""
8774,40,4,"",278,4,"",""
8775,40,4,"",280,4,"",""
8776,40,4,"",289,4,"",""
8777,40,4,"",290,4,"",""
8778,40,4,"",351,4,"",""
8779,40,4,"",352,4,"",""
8780,40,4,"",360,4,"",""
8781,40,4,"",363,4,"",""
8782,40,4,"",374,4,"",""
8783,40,4,"",409,4,"",""
8784,40,4,"",411,4,"",""
8785,40,4,"",416,4,"",""
8786,40,4,"",445,4,"",""
8787,40,4,"",446,4,"",""
8788,40,4,"",447,4,"",""
8789,40,4,"",451,4,"",""
8790,40,4,9,7,3,"",""
8791,40,4,9,8,3,"",""
8792,40,4,9,9,3,"",""
8793,40,4,9,173,3,"",""
8794,40,4,9,189,3,"",""
8795,40,4,9,196,3,"",""
8796,40,4,9,205,3,"",""
8797,40,4,9,270,3,"",""
8798,40,4,9,282,3,"",""
8799,40,4,9,283,3,"",""
8800,40,4,9,340,3,"",""
8801,40,4,9,387,3,"",""
8802,40,4,10,7,3,"",""
8803,40,4,10,8,3,"",""
8804,40,4,10,9,3,"",""
8805,40,4,10,29,3,"",""
8806,40,4,10,173,3,"",""
8807,40,4,10,189,3,"",""
8808,40,4,10,196,3,"",""
8809,40,4,10,205,3,"",""
8810,40,4,10,215,3,"",""
8811,40,4,10,220,3,"",""
8812,40,4,10,270,3,"",""
8813,40,4,10,272,3,"",""
8814,40,4,10,277,3,"",""
8815,40,4,10,282,3,"",""
8816,40,4,10,283,3,"",""
8817,40,4,10,340,3,"",""
8818,40,4,10,356,3,"",""
8819,40,4,10,387,3,"",""
8820,40,5,"",3,1,1,4
8821,40,5,"",47,1,1,1
8822,40,5,"",50,1,1,2
8823,40,5,"",53,4,"",""
8824,40,5,"",58,4,"",""
8825,40,5,"",59,4,"",""
8826,40,5,"",63,4,"",""
8827,40,5,"",70,4,"",""
8828,40,5,"",76,4,"",""
8829,40,5,"",85,4,"",""
8830,40,5,"",86,4,"",""
8831,40,5,"",87,4,"",""
8832,40,5,"",91,4,"",""
8833,40,5,"",92,4,"",""
8834,40,5,"",94,4,"",""
8835,40,5,"",104,4,"",""
8836,40,5,"",111,1,1,3
8837,40,5,"",113,4,"",""
8838,40,5,"",115,4,"",""
8839,40,5,"",126,4,"",""
8840,40,5,"",138,4,"",""
8841,40,5,"",148,4,"",""
8842,40,5,"",156,4,"",""
8843,40,5,"",164,4,"",""
8844,40,5,"",182,4,"",""
8845,40,5,"",207,4,"",""
8846,40,5,"",213,4,"",""
8847,40,5,"",216,4,"",""
8848,40,5,"",218,4,"",""
8849,40,5,"",219,4,"",""
8850,40,5,"",237,4,"",""
8851,40,5,"",240,4,"",""
8852,40,5,"",241,4,"",""
8853,40,5,"",244,4,"",""
8854,40,5,"",247,4,"",""
8855,40,5,"",263,4,"",""
8856,40,5,"",280,4,"",""
8857,40,5,"",360,4,"",""
8858,40,5,"",374,4,"",""
8859,40,5,"",411,4,"",""
8860,40,5,"",416,4,"",""
8861,40,5,"",447,4,"",""
8862,40,5,"",451,4,"",""
8863,40,5,"",496,4,"",""
8864,40,5,"",497,4,"",""
8865,40,5,"",510,4,"",""
8866,40,5,"",514,4,"",""
8867,40,5,"",526,4,"",""
8868,40,5,"",528,4,"",""
8869,41,1,"",13,4,"",""
8870,41,1,"",17,1,28,""
8871,41,1,"",18,4,"",""
