move_id,generation_id,flavor_text,flavor_text_jp
129,3,"Sprays star-shaped rays that never miss.",""
129,4,"Star-shaped rays are shot at the foe. This attack never misses.","ほしがたの ひかりを あいてに はっしゃして こうげきする。こうげきは かならず めいちゅう する。"
129,5,"Star-shaped rays are shot at the opposing team. This attack never misses.","ほしがたの ひかりを あいてに はっしゃして こうげきする。こうげきは かならず めいちゅう する。"
130,2,"1st turn: Prepare 2nd turn: Attack",""
130,3,"Tucks in the head, then attacks on the next turn.",""
130,4,"The user tucks in its head to raise its Defense in the first turn, then rams the foe on the next turn.","あたまを ひっこめて 2ターンめに あいてを こうげきする。1ターンめは じぶんの ぼうぎょが あがる。"
130,5,"The user tucks in its head to raise its Defense in the first turn, then rams the target on the next turn.","あたまを ひっこめて 2ターンめに あいてを こうげきする。1ターンめは じぶんの ぼうぎょが あがる。"
131,2,"Fires spikes to hit 2-5 times.",""
131,3,"Launches sharp spikes that strike 2 to 5 times.",""
131,4,"Sharp spikes are fired at the foe to strike two to five times in rapid succession.","するどい ハリを あいてに はっしゃして こうげきする。2-5かい れんぞくで ダメージを あたえる。"
131,5,"Sharp spikes are shot at the target in rapid succession. They hit two to five times in a row.","するどい ハリを あいてに はっしゃして こうげきする。2-5かい れんぞくで ダメージを あたえる。"
132,2,"An attack that may lower SPEED.",""
132,3,"Constricts to inflict pain. May lower SPEED.",""
132,4,"The foe is attacked with long, creeping tentacles or vines. It may also lower the target’s Speed.","ながい しょくしゅや ツタなどで からみつき こうげきする。あいての すばやさを さげることが ある。"
132,5,"The target is attacked with long, creeping tentacles or vines. It may also lower the target's Speed stat.","ながい しょくしゅや ツタなどで からみつき こうげきする。あいての すばやさを さげることが ある。"
133,2,"Sharply raises the user's SPCL.DEF.",""
133,3,"Forgets about something and sharply raises SP. DEF.",""
133,4,"The user temporarily empties its mind to forget its concerns. It sharply raises the user’s Sp. Def stat.","あたまを からにして いっしゅん なにかを わすれる ことで じぶんの とくぼうを グーンと あげる。"
133,5,"The user temporarily empties its mind to forget its concerns. It sharply raises the user's Sp. Def stat.","あたまを からにして いっしゅん なにかを わすれる ことで じぶんの とくぼうを グーンと あげる。"
134,2,"Reduces the foe's accuracy.",""
134,3,"Distracts the foe. May lower accuracy.",""
134,4,"The user distracts the foe by bending a spoon. It may lower the target’s accuracy.","てに もつ スプーンを まげて ちゅういを スプーンの ほうに むけさせて あいての めいちゅうを さげる。"
134,5,"The user distracts the target by bending a spoon. It lowers the target's accuracy.","てに もつ スプーンを まげて ちゅういを スプーンの ほうに むけさせて あいての めいちゅうを さげる。"
135,2,"Restores HP by 1/2 the user's max HP.",""
135,3,"Recovers up to half the user’s maximum HP.",""
135,4,"The user restores its own HP by up to half of its maximum HP. It may also be used to heal an ally’s HP.","さいだい HPの はんぶんだけ じぶんの HPを かいふくする。HPを なかまに わけることも できる。"
135,5,"The user restores its own HP by up to half of its maximum HP. May also be used in the field to heal HP.","さいだい HPの はんぶんだけ じぶんの HPを かいふくする。HPを なかまに わけることも できる。"
136,2,"May miss and hurt the user.",""
136,3,"A jumping knee kick. If it misses, the user is hurt.",""
136,4,"The foe is attacked with a knee kick from a jump. If it misses, the user is hurt instead.","ジャンプを りようした ひざげりで あいてを こうげきする。はずすと じぶんが ダメージを うける。"
136,5,"The target is attacked with a knee kick from a jump. If it misses, the user is hurt instead.","ジャンプを りようした ひざげりで あいてを こうげきする。はずすと じぶんが ダメージを うける。"
137,2,"A move that may cause paralysis.",""
137,3,"Intimidates and frightens the foe into paralysis.",""
137,4,"The user intimidates the foe with the pattern on its belly to cause paralysis.","おなかの もようを みせて おびえさせ あいてを まひの じょうたいに する。"
137,5,"The user intimidates the target with the pattern on its belly to cause paralysis.","おなかの もようを みせて おびえさせ あいてを まひの じょうたいに する。"
138,2,"Steals HP from a sleeping victim.",""
138,3,"Takes one half the damage inflicted on a sleeping foe.",""
138,4,"An attack that works only on a sleeping foe. It absorbs half the damage caused to heal the user’s HP.","ねむり じょうたいの あいての ゆめを たべて あたえた ダメージの はんぶん HPが かいふくする。"
138,5,"The user eats the dreams of a sleeping target. It absorbs half the damage caused to heal the user's HP.","ねむり じょうたいの あいての ゆめを たべて あたえた ダメージの はんぶん HPが かいふくする。"
139,2,"A move that may poison the foe.",""
139,3,"Envelops the foe in a toxic gas that may poison.",""
139,4,"A cloud of poison gas is sprayed in the foe’s face. It may poison the target.","どくの ある ガスを かおなどに ふきかけて あいてを どくの じょうたいに する。"
139,5,"A cloud of poison gas is sprayed in the face of opposing Pokémon. It may poison those hit.","どくの ある ガスを かおなどに ふきかけて あいてを どくの じょうたいに する。"
140,2,"Throws orbs to hit 2-5 times.",""
140,3,"Hurls round objects at the foe 2 to 5 times.",""
140,4,"Round objects are hurled at the foe to strike two to five times in a row.","まるい ものを あいてに なげつけて こうげきする。2-5かい れんぞくで ダメージを あたえる。"
140,5,"Round objects are hurled at the target to strike two to five times in a row.","まるい ものを あいてに なげつけて こうげきする。2-5かい れんぞくで ダメージを あたえる。"
141,2,"Steals 1/2 of the damage inflicted.",""
141,3,"An attack that steals half the damage inflicted.",""
141,4,"A blood-draining attack. The user’s HP is restored by half the damage taken by the target.","ちを すいとって こうげきする。あいてに あたえた ダメージの はんぶん HPが かいふくする。"
141,5,"The user drains the target's blood. The user's HP is restored by half the damage taken by the target.","ちを すいとって こうげきする。あいてに あたえた ダメージの はんぶん HPが かいふくする。"
142,2,"May cause the foe to fall asleep.",""
142,3,"Demands a kiss with a scary face that induces sleep.",""
142,4,"With a scary face, the user tries to force a kiss on the foe. If it succeeds, the target falls asleep.","おそろしい かおで むりやり キスを して あいてを ねむりの じょうたいに する。"
142,5,"With a scary face, the user tries to force a kiss on the target. If it succeeds, the target falls asleep.","おそろしい かおで むりやり キスを して あいてを ねむりの じょうたいに する。"
143,2,"1st turn: Prepare 2nd turn: Attack",""
143,3,"Searches out weak spots, then strikes the next turn.",""
143,4,"A second-turn attack move with a high critical-hit ratio. It may also make the target flinch.","2ターンめに あいてを こうげきする。ひるませることが あり きゅうしょに あたる かくりつも たかい。"
143,5,"A second-turn attack move where critical hits land more easily. It may also make the target flinch.","2ターンめに あいてを こうげきする。ひるませることが あり きゅうしょに あたる かくりつも たかい。"
144,2,"The user assumes the foe's guise.",""
144,3,"Alters the user’s cells to become a copy of the foe.",""
144,4,"The user transforms into a copy of the foe right down to having the same move set.","あいての ポケモンに へんしん することで あいてと まったく おなじ わざが つかえるように なる。"
144,5,"The user transforms into a copy of the target right down to having the same move set.","あいての ポケモンに へんしん することで あいてと まったく おなじ わざが つかえるように なる。"
145,2,"An attack that may reduce SPEED.",""
145,3,"An attack using bubbles. May lower the foe’s SPEED.",""
145,4,"A spray of countless bubbles is jetted at the foe. It may also lower the target’s Speed stat.","たくさんの あわを くちから はっしゃして こうげきする。あいての すばやさを さげることが ある。"
145,5,"A spray of countless bubbles is jetted at the opposing team. It may also lower the targets' Speed stats.","たくさんの あわを くちから はっしゃして こうげきする。あいての すばやさを さげることが ある。"
146,2,"An attack that may cause confusion.",""
146,3,"A rhythmic punch that may confuse the foe.",""
146,4,"The foe is hit with rhythmically launched punches that may also leave it confused.","リズミカルな パンチで あいてを なぐって こうげきする。こんらん じょうたいに することが ある。"
146,5,"The target is hit with rhythmically launched punches that may also leave it confused.","リズミカルな パンチで あいてを なぐって こうげきする。こんらん じょうたいに することが ある。"
147,2,"A move that induces sleep.",""
147,3,"Scatters a cloud of spores that always induce sleep.",""
147,4,"The user scatters bursts of spores that induce sleep.","さいみん こうかのある こまかい ほうしを パラパラと ふりまいて あいてを ねむりの じょうたいに する。"
147,5,"The user scatters bursts of spores that induce sleep.","さいみん こうかのある こまかい ほうしを パラパラと ふりまいて あいてを ねむりの じょうたいに する。"
148,2,"Blinds the foe to reduce accuracy.",""
148,3,"Looses a powerful blast of light that cuts accuracy.",""
148,4,"The user flashes a light that cuts the foe’s accuracy. It can also be used to illuminate caves.","ひかりで あいての めいちゅうを さげる。くらい どうくつないで つかうと まわりを あかるく てらせる。"
148,5,"The user flashes a bright light that cuts the target's accuracy. It can also be used to illuminate caves.","ひかりで あいての めいちゅうを さげる。くらい どうくつないで つかうと まわりを あかるく てらせる。"
149,2,"An attack with variable power.",""
149,3,"Attacks with a psychic wave of varying intensity.",""
149,4,"The foe is attacked with an odd, hot energy wave. The attack varies in intensity.","ふしぎな ねんぱを あいてに はっしゃして こうげきする。つかう たびに ダメージが かわる。"
149,5,"The target is attacked with an odd psychic wave. The attack varies in intensity.","ふしぎな ねんぱを あいてに はっしゃして こうげきする。つかう たびに ダメージが かわる。"
150,2,"Has no effect whatsoever.",""
150,3,"It’s just a splash... Has no effect whatsoever.",""
150,4,"The user just flops and splashes around to no effect at all...","こうげきも せずに ピョン ピョンと そのばで はねるだけで なにも おこらない。"
150,5,"The user just flops and splashes around to no effect at all...","こうげきも せずに ピョン ピョンと そのばで はねるだけで なにも おこらない。"
151,2,"Sharply raises the user's DEFENSE.",""
151,3,"Liquifies the user’s body to sharply raise DEFENSE.",""
151,4,"The user alters its cellular structure to liquefy itself, sharply raising its Defense stat.","さいぼうを へんかさせ からだを とかして えきじょうに なり じぶんの ぼうぎょを グーンと あげる。"
151,5,"The user alters its cellular structure to liquefy itself, sharply raising its Defense stat.","さいぼうを へんかさせ からだを とかして えきじょうに なり じぶんの ぼうぎょを グーンと あげる。"
152,2,"Has a high critical hit ratio.",""
152,3,"Hammers with a pincer. Has a high critical-hit ratio.",""
152,4,"The foe is hammered with a large pincer. This move has a high critical-hit ratio.","おおきな ハサミを あいてに たたきつけて こうげきする。きゅうしょに あたる かくりつが たかい。"
152,5,"The target is hammered with a large pincer. Critical hits land more easily.","おおきな ハサミを あいてに たたきつけて こうげきする。きゅうしょに あたる かくりつが たかい。"
153,2,"Very powerful but makes user faint.",""
153,3,"Inflicts severe damage but makes the user faint.",""
153,4,"The user explodes to inflict damage on all Pokémon in battle. The user faints upon using this move.","だいばくはつを おこし あいてを まきこんで こうげきする。つかった あとに じぶんは たおれる。"
153,5,"The user explodes to inflict damage on those around it. The user faints upon using this move.","だいばくはつを おこし あいてを まきこんで こうげきする。つかった あとに じぶんは たおれる。"
154,2,"Quickly scratches 2-5 times.",""
154,3,"Rakes the foe with sharp claws, etc., 2 to 5 times.",""
154,4,"The foe is raked with sharp claws or scythes for two to five times in quick succession.","ツメや カマなどで あいてを ひっかいて こうげきする。2-5かい れんぞくで ダメージを あたえる。"
154,5,"The target is raked with sharp claws or scythes for two to five times in quick succession.","ツメや カマなどで あいてを ひっかいて こうげきする。2-5かい れんぞくで ダメージを あたえる。"
155,2,"An attack that strikes twice.",""
155,3,"Throws a bone boomerang that strikes twice.",""
155,4,"The user throws the bone it holds. The bone loops to hit the foe twice, coming and going.","てに もった ホネを あいてに なげつけて いきと かえりで 2かい れんぞくで こうげきする。"
155,5,"The user throws the bone it holds. The bone loops to hit the target twice, coming and going.","てに もった ホネを あいてに なげつけて いきと かえりで 2かい れんぞくで こうげきする。"
156,2,"Sleep for 2 turns to fully recover.",""
156,3,"The user sleeps for 2 turns, restoring HP and status.",""
156,4,"The user goes to sleep for two turns. It fully restores the user’s HP and heals any status problem.","2ターンの あいだ ねむって やすみ じぶんの HPと じょうたい いじょうを すべて かいふくする。"
156,5,"The user goes to sleep for two turns. It fully restores the user's HP and heals any status problem.","2ターンの あいだ ねむって やすみ じぶんの HPと じょうたい いじょうを すべて かいふくする。"
157,2,"An attack that may cause flinching.",""
157,3,"Large boulders are hurled. May cause flinching.",""
157,4,"Large boulders are hurled at the foe to inflict damage. It may also make the target flinch.","おおきな いわを てきに なげつけて こうげきする。てきを ひるませる ことが ある。"
157,5,"Large boulders are hurled at the opposing team to inflict damage. It may also make the targets flinch.","おおきな いわを てきに なげつけて こうげきする。てきを ひるませる ことが ある。"
158,2,"An attack that may cause flinching.",""
158,3,"Attacks with sharp fangs. May cause flinching.",""
158,4,"The user bites hard on the foe with its sharp front fangs. It may also make the target flinch.","するどい まえばで つよく かみついて こうげきする。あいてを ひるませる ことが ある。"
158,5,"The user bites hard on the target with its sharp front fangs. It may also make the target flinch.","するどい まえばで つよく かみついて こうげきする。あいてを ひるませる ことが ある。"
159,2,"A move that raises the user's ATTACK.",""
159,3,"Reduces the polygon count and raises ATTACK.",""
159,4,"The user reduces its polygon count to make itself more jagged, raising the Attack stat.","からだの かどを ふやし カクカクに なって じぶんの こうげきを あげる。"
159,5,"The user reduces its polygon count to make itself more jagged, raising the Attack stat.","からだの かどを ふやし カクカクに なって じぶんの こうげきを あげる。"
160,2,"Change user's type to a move's type.",""
160,3,"Changes the user’s type into a known move’s type.",""
160,4,"The user changes its type to become the same type as one of its moves.","じぶんが おぼえている わざの どれか 1つと おなじ タイプに じぶんの タイプを へんか させる。"
160,5,"The user changes its type to become the same type as one of its moves.","じぶんが おぼえている わざの どれか 1つと おなじ タイプに じぶんの タイプを へんか させる。"
161,2,"Fires three kinds of beams at once.",""
161,3,"Fires three types of beams at the same time.",""
161,4,"The user strikes with a simultaneous three- beam attack. May also paralyze, burn, or freeze the target.","3つの こうせんで こうげきする。まひか やけどか こおり じょうたいに することが ある。"
161,5,"The user strikes with a simultaneous three-beam attack. May also burn, freeze, or leave the target with paralysis.","3つの こうせんで こうげきする。まひか やけどか こおり じょうたいに することが ある。"
162,2,"Cuts the foe's HP by 1/2.",""
162,3,"Attacks with sharp fangs and cuts half the foe’s HP.",""
162,4,"The user chomps hard on the foe with its sharp front fangs. It cuts the target’s HP to half.","するどい まえばで つよく かみついて こうげきする。あいての HPを はんぶんに する。"
162,5,"The user chomps hard on the target with its sharp front fangs. It cuts the target's HP to half.","するどい まえばで つよく かみついて こうげきする。あいての HPを はんぶんに する。"
163,2,"Has a high critical hit ratio.",""
163,3,"Slashes with claws, etc. Has a high critical-hit ratio.",""
163,4,"The foe is attacked with a slash of claws, etc. It has a high critical-hit ratio.","ツメや カマ などで あいてを ひっかいて こうげきする。きゅうしょに あたる かくりつが たかい。"
163,5,"The target is attacked with a slash of claws or blades. Critical hits land more easily.","ツメや カマ などで あいてを ひっかいて こうげきする。きゅうしょに あたる かくりつが たかい。"
164,2,"Makes a decoy with 1/4 user's max HP.",""
164,3,"Creates a decoy using 1/4 of the user’s maximum HP.",""
164,4,"The user makes a copy of itself using some of its HP. The copy serves as the user’s decoy.","じぶんの HPを いくらか けずって ぶんしんを だす。ぶんしんは じぶんの みがわりに なる。"
164,5,"The user makes a copy of itself using some of its HP. The copy serves as the user's decoy.","じぶんの HPを いくらか けずって ぶんしんを だす。ぶんしんは じぶんの みがわりに なる。"
165,2,"Used only if all PP are exhausted.",""
165,3,"Used only if all PP are gone. Also hurts the user a little.",""
165,4,"An attack that is used in desperation only if the user has no PP. It also hurts the user slightly.","PPが なくなると あがいて あいてを こうげきする。じぶんも すこし ダメージを うける。"
165,5,"An attack that is used in desperation only if the user has no PP. It also hurts the user slightly.","PPが なくなると あがいて あいてを こうげきする。じぶんも すこし ダメージを うける。"
166,2,"Copies the foe's move permanently.",""
166,3,"Copies the foe’s last move permanently.",""
166,4,"It enables the user to permanently learn the move last used by the foe. Once used, Sketch disappears.","あいてが つかった わざを じぶんの ものに する。1かい つかうと スケッチは なくなる。"
166,5,"It enables the user to permanently learn the move last used by the target. Once used, Sketch disappears.","あいてが つかった わざを じぶんの ものに する。1かい つかうと スケッチは なくなる。"
167,2,"Hits three times with rising power.",""
167,3,"Kicks the foe 3 times in a row with rising intensity.",""
167,4,"A consecutive three- kick attack that becomes more powerful with each successive hit.","3かい れんぞくで キックを くりだして こうげきする。あてる たびに ダメージが ふえる。"
167,5,"A consecutive three-kick attack that becomes more powerful with each successive hit.","3かい れんぞくで キックを くりだして こうげきする。あてる たびに ダメージが ふえる。"
168,2,"An attack that may steal a held item.",""
168,3,"While attacking, it may steal the foe’s held item.",""
168,4,"The user attacks and steals the foe’s held item simultaneously. It can’t steal if the user holds an item.","こうげきと どうじに どうぐを ぬすむ。じぶんが どうぐを もっている ばあいは どうぐは ぬすめない。"
168,5,"The user attacks and steals the target's held item simultaneously. It can't steal if the user holds an item.","こうげきと どうじに どうぐを ぬすむ。じぶんが どうぐを もっている ばあいは どうぐは ぬすめない。"
169,2,"Prevents fleeing or switching.",""
169,3,"Ensnares the foe to stop it from fleeing or switching.",""
169,4,"The user ensnares the foe with a thin, gooey silk so it can’t flee from battle.","ネバネバした ほそい いとを グルグルと あしなどに からませて あいてを せんとうから にげられなく する。"
169,5,"The user ensnares the target with thin, gooey silk so it can't flee from battle.","ネバネバした ほそい いとを グルグルと あしなどに からませて あいてを せんとうから にげられなく する。"
170,2,"Ensures the next attack will hit.",""
170,3,"Senses the foe’s action to ensure the next move’s hit.",""
170,4,"The user senses the foe’s movements with its mind to ensure its next attack does not miss.","あいての うごきを こころで かんじて つぎの こうげきが かならず あいてに あたるように する。"
170,5,"The user senses the target's movements with its mind to ensure its next attack does not miss the target.","あいての うごきを こころで かんじて つぎの こうげきが かならず あいてに あたるように する。"
171,2,"A sleeper loses 1/4 HP every turn.",""
171,3,"Inflicts 1/4 damage on a sleeping foe every turn.",""
171,4,"A sleeping foe is shown a nightmare that inflicts some damage every turn.","ねむり じょうたいの あいてに あくむを みせて まいターン すこしずつ HPを へらしていく。"
171,5,"A sleeping target sees a nightmare that inflicts some damage every turn.","ねむり じょうたいの あいてに あくむを みせて まいターン すこしずつ HPを へらしていく。"
172,2,"An attack that may cause a burn.",""
172,3,"A fiery charge attack that may inflict a burn.",""
172,4,"The user cloaks itself in fire and charges at the foe. It may also leave the target with a burn.","ほのおを まとい あいてに とっしんして こうげきする。やけど じょうたいに することが ある。"
172,5,"The user cloaks itself in fire and charges at the target. It may also leave the target with a burn.","ほのおを まとい あいてに とっしんして こうげきする。やけど じょうたいに することが ある。"
173,2,"An attack useable only while asleep.",""
173,3,"A loud attack that can be used only while asleep.",""
173,4,"An attack that can be used only if the user is asleep. The harsh noise may also make the foe flinch.","いびきで こうげきし あいてを ひるませる ことが ある。じぶんが ねている ときしか つかえない。"
173,5,"An attack that can be used only if the user is asleep. The harsh noise may also make the target flinch.","いびきで こうげきし あいてを ひるませる ことが ある。じぶんが ねている ときしか つかえない。"
174,2,"Works differently for ghost-types.",""
174,3,"A move that functions differently for GHOSTS.",""
174,4,"A move that works differently for the Ghost type than for all the other types.","つかう ポケモンが ゴーストタイプと それ いがい とでは わざの こうかが ぜんぜん ちがう。"
174,5,"A move that works differently for the Ghost type than for all other types.","つかう ポケモンが ゴーストタイプと それ いがい とでは わざの こうかが ぜんぜん ちがう。"
175,2,"Stronger if the user's HP is low.",""
175,3,"Inflicts more damage when the user’s HP is down.",""
175,4,"The user flails about aimlessly to attack. It becomes more powerful the less HP the user has.","じたばた あばれて こうげきする。じぶんの HPが すくないほど あたえる ダメージが おおきい。"
175,5,"The user flails about aimlessly to attack. It becomes more powerful the less HP the user has.","じたばた あばれて こうげきする。じぶんの HPが すくないほど あたえる ダメージが おおきい。"
176,2,"The user's type is made resistant.",""
176,3,"Makes the user resistant to the last attack’s type.",""
176,4,"The user changes its type to make itself resistant to the type of the attack it last took.","あいてが さいごに つかった わざに ていこう できる ように じぶんの タイプを へんか させる。"
176,5,"The user changes its type to make itself resistant to the type of the attack the opponent used last.","あいてが さいごに つかった わざに ていこう できる ように じぶんの タイプを へんか させる。"
177,2,"Has a high critical hit ratio.",""
177,3,"Launches a vacuumed blast. High critical-hit ratio.",""
177,4,"A vortex of air is shot at the foe to inflict damage. It has a high critical-hit ratio.","くうきの うずを あいてに はっしゃして こうげきする。きゅうしょに あたる かくりつが たかい。"
177,5,"A vortex of air is shot at the target to inflict damage. Critical hits land more easily.","くうきの うずを あいてに はっしゃして こうげきする。きゅうしょに あたる かくりつが たかい。"
178,2,"Sharply reduces the foe's SPEED.",""
178,3,"Spores cling to the foe, sharply reducing SPEED.",""
178,4,"The user releases cottonlike spores that cling to the foe, sharply reducing its Speed stat.","こまかい わたのような フワフワの ほうしを まとわり つかせて あいての すばやさを ガクッと さげる。"
178,5,"The user releases cotton-like spores that cling to the target, harshly reducing its Speed stat.","こまかい わたのような フワフワの ほうしを まとわり つかせて あいての すばやさを ガクッと さげる。"
179,2,"Stronger if the user's HP is low.",""
179,3,"Inflicts more damage when the user’s HP is down.",""
179,4,"An all-out attack that becomes more powerful the less HP the user has.","ちからを ふりしぼって こうげきする。じぶんの HPが すくないほど あたえる ダメージが おおきい。"
179,5,"An all-out attack that becomes more powerful the less HP the user has.","ちからを ふりしぼって こうげきする。じぶんの HPが すくないほど あたえる ダメージが おおきい。"
180,2,"Cuts the PP of the foe's last move.",""
180,3,"Spitefully cuts the PP of the foe’s last move.",""
180,4,"The user looses its grudge on the move last used by the foe by cutting 4 PP from it.","あいてが さいごに つかった わざに うらみを いだいて その わざの PPを 2-5だけ へらす。"
180,5,"The user unleashes its grudge on the move last used by the target by cutting 4 PP from it.","あいてが さいごに つかった わざに うらみを いだいて その わざの PPを 2-5だけ へらす。"
181,2,"An attack that may cause freezing.",""
181,3,"Blasts the foe with a snowy gust. May cause freezing.",""
181,4,"The user attacks with a chilling gust of powdery snow. It may also freeze the target.","つめたい こなゆきを あいてに ふきつけて こうげきする。こおり じょうたいに することが ある。"
181,5,"The user attacks with a chilling gust of powdery snow. It may also freeze the targets.","つめたい こなゆきを あいてに ふきつけて こうげきする。こおり じょうたいに することが ある。"
182,2,"Foils attack that turn. It may fail.",""
182,3,"Evades attack, but may fail if used in succession.",""
182,4,"It enables the user to evade all attacks. Its chance of failing rises if it is used in succession.","さきに わざを つかい あいての こうげきを まったく うけない。れんぞくで だすと しっぱい しやすい。"
182,5,"It enables the user to evade all attacks. Its chance of failing rises if it is used in succession.","さきに わざを つかい あいての こうげきを まったく うけない。れんぞくで だすと しっぱい しやすい。"
183,2,"A fast punch that lands first.",""
183,3,"A punch is thrown at wicked speed to strike first.",""
183,4,"The user throws a punch at blinding speed. It is certain to strike first.","めにも とまらない ものすごい はやさで パンチを くりだして かならず せんせい こうげきする。"
183,5,"The user throws a punch at blinding speed. It is certain to strike first.","めにも とまらない ものすごい はやさで パンチを くりだして かならず せんせい こうげきする。"
184,2,"Sharply reduces the foe's SPEED.",""
184,3,"Frightens with a scary face to sharply reduce SPEED.",""
184,4,"The user frightens the foe with a scary face to sharply reduce its Speed stat.","みぶるい するような おそろしい かおで にらみ おびえさせて あいての すばやさを ガクッと さげる。"
184,5,"The user frightens the target with a scary face to harshly reduce its Speed stat.","みぶるい するような おそろしい かおで にらみ おびえさせて あいての すばやさを ガクッと さげる。"
185,2,"An attack that never misses.",""
185,3,"Draws the foe close, then strikes without fail.",""
185,4,"The user draws up to the foe disarmingly, then throws a sucker punch. It hits without fail.","あいてを ゆだんさせて ちかづいて いって こうげきする。こうげきは かならず めいちゅう する。"
185,5,"The user approaches the target disarmingly, then throws a sucker punch. It hits without fail.","あいてを ゆだんさせて ちかづいて いって こうげきする。こうげきは かならず めいちゅう する。"
186,2,"A move that causes confusion.",""
186,3,"Demands a kiss with a cute look. May cause confusion.",""
186,4,"The user kisses the foe with a sweet, angelic cuteness that causes confusion.","てんしの ように かわいく キスを して あいてを こんらんの じょうたいに する。"
186,5,"The user kisses the target with a sweet, angelic cuteness that causes confusion.","てんしの ように かわいく キスを して あいてを こんらんの じょうたいに する。"
187,2,"Reduces own HP to maximize ATTACK.",""
187,3,"Maximizes ATTACK while sacrificing HP.",""
187,4,"The user maximizes its Attack stat in exchange for HP equal to half its max HP.","じぶんの HPを さいだい HPの はんぶんだけ へらし じぶんの こうげきを さいだいまで あげる。"
187,5,"The user maximizes its Attack stat in exchange for HP equal to half its max HP.","じぶんの HPを さいだい HPの はんぶんだけ へらし じぶんの こうげきを さいだいまで あげる。"
188,2,"An attack that may poison the foe.",""
188,3,"Sludge is hurled to inflict damage. May also poison.",""
188,4,"The user attacks by hurling filthy sludge at the foe. It may also poison the target.","きたない ヘドロを あいてに なげつけて こうげきする。どく じょうたいに することが ある。"
188,5,"Unsanitary sludge is hurled at the target. It may also poison the target.","きたない ヘドロを あいてに なげつけて こうげきする。どく じょうたいに することが ある。"
189,2,"Reduces the foe's accuracy.",""
189,3,"Hurls mud in the foe’s face to reduce its accuracy.",""
189,4,"The user hurls mud in the foe’s face to inflict damage and lower its accuracy.","かおや めなどに ドロを なげつけて こうげきする。どうじに あいての めいちゅうを さげる。"
189,5,"The user hurls mud in the target's face to inflict damage and lower its accuracy.","かおや めなどに ドロを なげつけて こうげきする。どうじに あいての めいちゅうを さげる。"
190,2,"An attack that may reduce accuracy.",""
190,3,"Fires a lump of ink to damage and cut accuracy.",""
190,4,"The user attacks by spraying ink in the foe’s face or eyes. It may also lower the target’s accuracy.","かおや めなどに すみを ふきかけて こうげきする。あいての めいちゅうを さげることが ある。"
190,5,"The user attacks by spraying ink in the target's face or eyes. It may also lower the target's accuracy.","かおや めなどに すみを ふきかけて こうげきする。あいての めいちゅうを さげることが ある。"
191,2,"Hurts foes when they switch out.",""
191,3,"Sets spikes that hurt a foe switching in.",""
191,4,"The user lays a trap of spikes at the foe’s feet. The trap hurts foes that switch into battle.","てきの あしもとに まきびしの わなを しかけ こうたいで でてきた ポケモンに ダメージを あたえる。"
191,5,"The user lays a trap of spikes at the opposing team's feet. The trap hurts Pokémon that switch into battle.","てきの あしもとに まきびしの わなを しかけ こうたいで でてきた ポケモンに ダメージを あたえる。"
192,2,"An attack that always paralyzes.",""
192,3,"Powerful and sure to cause paralysis, but inaccurate.",""
192,4,"The user fires an electric blast like a cannon to inflict damage and cause paralysis.","たいほうの ような でんきを はっしゃして こうげきする。あいてを まひの じょうたいに する。"
192,5,"The user fires an electric blast like a cannon to inflict damage and cause paralysis.","たいほうの ような でんきを はっしゃして こうげきする。あいてを まひの じょうたいに する。"
193,2,"Negates accuracy reduction moves.",""
193,3,"Negates the foe’s efforts to heighten evasiveness.",""
193,4,"Enables the user to hit a Ghost type with any type of move. It also enables the user to hit an evasive foe.","かいひりつが あがって わざを あてにくく なってしまって いる あいての かいひりつを もとに もどす。"
193,5,"Enables a Ghost-type target to be hit by Normal- and Fighting-type attacks. It also enables an evasive target to be hit.","かいひりつが あがって わざを あてにくく なってしまって いる あいての かいひりつを もとに もどす。"
194,2,"The foe faints if the user does.",""
194,3,"If the user faints, the foe is also made to faint.",""
194,4,"When this move is used, if the user faints, the foe that landed the knockout hit also faints.","みちづれを つかった ポケモンが てきに たおされると その てきも いっしょに たおれる。"
194,5,"When this move is used, if the user faints, the Pokémon that landed the knockout hit also faints.","みちづれを つかった ポケモンが てきに たおされると その てきも いっしょに たおれる。"
195,2,"Both user and foe faint in 3 turns.",""
195,3,"Any POKéMON hearing this song faints in 3 turns.",""
195,4,"Any Pokémon that hears this song faints in three turns, unless it switches out of battle.","きいた ポケモンは 3ターン たつと みんな たおれる。こうたいすると こうかは なくなる。"
195,5,"Any Pokémon that hears this song faints in three turns, unless it switches out of battle.","きいた ポケモンは 3ターン たつと みんな たおれる。こうたいすると こうかは なくなる。"
196,2,"An icy attack that lowers SPEED.",""
196,3,"A chilling attack that lowers the foe’s SPEED.",""
196,4,"The user attacks with a gust of chilled air. It also lowers the target’s Speed stat.","つめたい れいきを あいてに ふきつけて こうげきする。どうじに あいての すばやさを さげる。"
196,5,"The user attacks with a gust of chilled air. It also reduces the targets' Speed stat.","つめたい れいきを あいてに ふきつけて こうげきする。どうじに あいての すばやさを さげる。"
197,2,"Evades attack that turn. It may fail.",""
197,3,"Evades attack, but may fail if used in succession.",""
197,4,"It enables the user to evade all attacks. Its chance of failing rises if it is used in succession.","さきに わざを つかい あいての こうげきを まったく うけない。れんぞくで だすと しっぱい しやすい。"
