id,flavor_text,flavor_text_jp
294,"Disliking water, it lives in deep burrows in arid areas. It can roll itself instantly into a ball.","みずけを　きらい　かんそうちに　ふかいあなを　ほって　せいかつする。いっしゅんで　からだを　まるめる。"
295,"It prefers dry, sandy places because it uses the sand to protect itself when threatened.","かわいた　すなちを　このむのは　いざというとき　すなを　つかって　みを　まもるためなのだ。"
296,"SANDSHREW’s body is configured to absorb water without waste, enabling it to survive in an arid desert. This POKéMON curls up to protect itself from its enemies.","すいぶんを　むだなく　きゅうしゅうする　からだの　つくりなので　かんそうした　すなちでも　へいき。からだを　まるめて　てきの　こうげきを　ふせぐ。"
297,"SANDSHREW has a very dry hide that is extremely tough. The POKéMON can roll into a ball that repels any attack. At night, it burrows into the desert sand to sleep.","からからに　かわいた　ひふは　とても　かたく　まるくなると　どんな　こうげきでも　はねかえす。よなかは　さばくの　すなに　もぐって　ねむる。"
298,"When it curls up in a ball, it can make any attack bounce off harmlessly. Its hide has turned tough and solid as a result of living in the desert.","まるくなると　どんな　こうげきでも　はねかえす。さばくで　せいかつしている　うちに　からだの　ひょうめんが　カチカチに　かたく　へんかした。"
299,"It burrows and lives underground. If threatened, it curls itself up into a ball for protection.","じめんに　あなを　ほって　すむ。じぶんに　きけんが　せまると　まるくなって　みを　まもる。"
300,"Burrows deep underground in arid locations far from water. It only emerges to hunt for prey.","みずけの　すくない　ばしょに　ふかい　あなを　ほって　かくれる。えものを　ねらうときは　でてくる。"
301,"To protect itself from attackers, it curls up into a ball. It lives in arid regions with minimal rainfall.","あめが　ほとんど　ふらない　かんそうした　とちに　せいそく。からだを　まるめて　みを　まもる。"
302,"If it fell from a great height, this Pokémon could save itself by rolling into a ball and bouncing.","どんなに　たかい　ところから　おちても　からだを　まるめれば　バウンドできて　たすかるのだ。"
303,"Curls up into a spiny ball when threatened. It can roll while curled up to attack or escape.","せなかを　まるめると　トゲトゲの　ボールみたいだ。そのまま　ころがって　ぶつかってきたり　にげたりする。　"
304,"It is skilled at slashing enemies with its claws. If broken, they start to grow back in a day.","ツメで　ひっかくのが　とくいだが　たたかっているうち　おれることも。つぎのひには　また　のびてくるぞ。"
305,"In an attempt to hide itself, it will run around at top speed to kick up a blinding dust storm.","ぜんそくりょくで　はしりまわって　すなけむりを　まきあげ　じぶんの　すがたを　かくそうとする。"
306,"If it digs at an incredible pace, it may snap off its spikes and claws. They grow back in a day.","すごい いきおいで じめんをほると　トゲや　ツメが　おれてしまうが　つぎのひには　はえそろっている。"
307,"Adept at climbing trees, it rolls into a spiny ball, then attacks its enemies from above.","きのぼりも　じょうずで　からだを　まるめ　トゲトゲの　ボールになると　ずじょうから　おそってくる。"
308,"SANDSLASH’s body is covered by tough spikes, which are hardened sections of its hide. Once a year, the old spikes fall out, to be replaced with new spikes that grow out from beneath the old ones.","からだの　トゲは　ひふが　かたくなったもの。1ねんに　1かい　ふるい　トゲが　ぬけおちて　あたらしい　トゲが　したから　はえてくる。"
309,"SANDSLASH can roll up its body as if it were a ball covered with large spikes. In battle, this POKéMON will try to make the foe flinch by jabbing it with its spines. It then leaps at the stunned foe to tear wildly with its sharp claws.","せなかを　まるめると　トゲトゲの　ボールみたい。トゲに　さされて　ひるんだ　あいてに　とびかかり　するどい　ツメで　ばりばり　ひっかきまくるぞ。"
310,"It curls up in a ball to protect itself from enemy attacks. It also curls up to prevent heatstroke during the daytime when temperatures rise sharply.","てきの　こうげきを　ふせぐときだけでなく　きおんが　きゅうじょうしょうする　にっちゅうは　にっしゃびょうを　ふせぐために　まるくなる。"
311,"It is adept at attacking with the spines on its back and its sharp claws while quickly scurrying about.","すばしっこく　はしり　まわり　せなかのハリと　するどいツメでの　こうげきが　とくい。"
312,"It curls up, then rolls into foes with its back. Its sharp spines inflict severe damage.","からだを　まるめて　せなかから　たいあたり。するどい　トゲトゲが　おおきな　ダメージを　あたえる。"
313,"Although small, its venomous barbs render this POKéMON dangerous. The female has smaller horns.","からだは　ちいさくても　どくばりを　もつため　ちゅういが　ひつようだ。メスのほうが　ツノが　ちいさい。"
314,"A mild-mannered POKéMON that does not like to fight. Beware, its small horns secrete venom.","やさしい　せいかくで　たたかいは　このまないが　ちいさな　ツノからは　どくが　でるので　ようちゅうい。"
315,"The poison hidden in its small horn is extremely potent. Even a tiny scratch can have fatal results.","ちいさな　ツノに　ひめられた　どくの　いりょくは　ものすごい。わずかな　キズでも　いのちとりだ。"
316,"Although not very combative, it will torment its foes with poison spikes if it is threatened in any way.","たたかいは　あまり　このまないが　いざと　いうときは　ツノのどくで　あいてを　くるしめる。"
317,"Small and very docile, it protects itself with its small, poisonous horn when attacked.","こがらで　とても　おとなしい。おそわれると　ちいさな　どくバリを　つかって　たたかい　みをまもる。"
318,"NIDORAN has barbs that secrete a powerful poison. They are thought to have developed as protection for this small-bodied POKéMON. When enraged, it releases a horrible toxin from its horn.","ちいさい　からだを　まもるため　きょうりょくな　どくばりが　はったつしたと　かんがえられている。おこると　ツノの　さきから　もうどくを　だす。"
319,"Its highly toxic barbs are thought to have developed as protection for this small-bodied POKéMON. When enraged, it releases a horrible toxin from its horn.","ちいさい　からだを　まもるため　きょうりょくな　どくばりが　はったつしたと　かんがえられている。おこると　ツノの　さきから　もうどくを　だす。"
320,"Though small, it must be treated with caution because of its powerfully toxic barbs. The female has smaller horns.","ちいさくても　どくばりの　いりょくは　きょうれつで　ちゅういが　ひつよう。メスのほうが　つのが　ちいさい。"
321,"While it does not prefer to fight, even one drop of the poison it secretes from barbs can be fatal.","たたかいを　このまない　せいかく。どくバリから　ぶんぴつされる　どくは　ひとしずくでも　いのちとりだ。　"
322,"The poison hidden in its small horn is extremely potent. Even a tiny scratch can have fatal results.","ちいさな　ツノに　ひめられた　どくの　いりょくは　ものすごい。わずかな　キズでも　いのちとりだ。"
323,"Although not very combative, it will torment its foes with poison spikes if it is threatened in any way.","たたかいは　あまり　このまないが　いざと　いうときは　ツノのどくで　あいてを　くるしめる。"
324,"The female's horn develops slowly. Prefers physical attacks such as clawing and biting.","メスなので　ツノのそだちが　おそい。ひっかいたり　かみついたりと　にくだんせんを　このむ。"
325,"When resting deep in its burrow, its thorns always retract. This is proof that it is relaxed.","すあなの　おくに　いるときは　かならず　トゲトゲが　ひっこむ。リラックスしている　しょうこだ。"
326,"When feeding its young, it first chews and tenderizes the food, then spits it out for the offspring.","こどもに　エサを　わけあたえるとき　おやが　かみくだき　やわらかくした　エサを　はきもどして　あたえる。"
327,"It has a calm and caring nature. Because its horn grows slowly, it prefers not to fight.","おんこうで やさしい　せいかく。ツノのそだちも　おそいため　このんで　たたかおうとはしない。"
328,"It has a docile nature. If it is threatened with attack, it raises the barbs that are all over its body.","おんこうな　せいかく。てきに　おそわれそうに　なると　ぜんしんの　トゲを　さかだてる。"
329,"When NIDORINA are with their friends or family, they keep their barbs tucked away to prevent hurting each other. This POKéMON appears to become nervous if separated from the others.","なかまや　かぞくと　いっしょの　ときは　おたがい　きずつかないように　トゲが　ひっこんでいる。なかまから　はなれると　ふあんに　なるらしい。"
330,"When it is with its friends or family, its barbs are tucked away to prevent injury. It appears to become nervous if separated from the others.","なかまや　かぞくと　いっしょの　ときは　おたがい　きずつかないように　トゲが　ひっこんでいる。なかまから　はなれると　ふあんに　なるらしい。"
331,"The female has a gentle temperament. It emits ultrasonic cries that have the power to befuddle foes.","メスなので　せいかくは　おんこう。くちから　だす　ちょうおんぱは　あいてを　まどわす　ちからがある。"
332,"The female’s horns develop slowly. Prefers physical attacks such as clawing and biting.","メスなので　ツノのそだちが　おそい。ひっかいたり　かみついたりと　にくだんせんを　このむ。"
333,"When it senses danger, it raises all the barbs on its body. These barbs grow slower than NIDORINO’s.","きけんを　かんじると　ぜんしんの　トゲを　さかだてる。ニドリーノに　くらべて　トゲの　そだちが　おそい。"
334,"When feeding its young, it first chews the food into a paste, then spits it out for the offspring.","こどもに　エサを　わけあたえるとき　おやが　かみくだき　やわらかくした　エサを　はきもどして　あたえる。"
335,"When it senses danger, it raises all the barbs on its body. These barbs grow slower than Nidorino's.","きけんを　かんじると　ぜんしんの　トゲを　さかだてる。ニドリーノに　くらべて　トゲの　そだちが　おそい。"
336,"Its hard scales provide strong protection. It uses its hefty bulk to execute powerful moves.","かたい　うろこで　こうげきから　みを　まもる。かんろくの　ある　ボディから　おおわざを　くりだす。"
337,"Tough scales cover the sturdy body of this POKéMON. It appears that the scales grow in cycles.","かたい　ウロコに　おおわれた　がんじょうな　からだの　もちぬし。ウロコは　はえかわるらしい。"
338,"Its body is covered with needle-like scales. It never shows signs of shrinking from any attack.","ぜんしん　はりのような　ウロコで　おおわれている。どんな　こうげきにも　ひるんだ　ようすは　みせない。"
339,"It uses its scaly, rugged body to seal the entrance of its nest and protect its young from predators.","ウロコで おおわれた　がんじょうな からだで　すあなの　いりぐちをふさぎ　てきから こどもたちを　まもる。"
340,"The hard scales that cover its strong body serve as excellent protection from any attack.","かたい　ウロコに　おおわれた　がんじょうな　からだは　どんな　こうげきも　へっちゃらだ。"
341,"NIDOQUEEN’s body is encased in extremely hard scales. It is adept at sending foes flying with harsh tackles. This POKéMON is at its strongest when it is defending its young.","かたい　ウロコで　おおわれた　からだを　ぶつけて　あいてを　はじきとばす　こうげきが　とくいだ。こどもを　まもる　ときが　いちばん　つよい。"
342,"It is adept at sending foes flying with harsh tackles using its tough, scaly body. This POKéMON is at its strongest when it is defending its young.","かたい　ウロコで　おおわれた　からだを　ぶつけて　あいてを　はじきとばす　こうげきが　とくいだ。こどもを　まもる　ときが　いちばん　つよい。"
343,"The body is covered by stiff, needle-like scales. If it becomes excited, the needles bristle outwards.","かたくて　はりのような　ウロコが　からだを　おおっている。こうふんすると　はりが　さかだつ。"
344,"Its entire body is armored with hard scales. It will protect the young in its burrow with its life.","よろいのように　かたい　ウロコが　ぜんしんを　つつむ。すあなの　こどもを　いのちがけで　まもる。"
345,"Its body is covered with needle-like scales. It never shows signs of shrinking from any attack.","ぜんしん　はりのような　ウロコで　おおわれている。どんな　こうげきにも　ひるんだ　ようすは　みせない。"
346,"Stiffens its ears to sense danger. The larger its horns, the more powerful its secreted venom.","みみを　たてて　きけんを　かんじとる。からだの　とげが　おおきいほど　つよい　どくをだす。"
347,"Its large ears are always kept upright. If it senses danger, it will attack with a poisonous sting.","いつも　おおきな　みみを　たてて　まわりの　けはいを　さぐる。きけんを　かんじたときは　どくバリを　つかう。"
348,"It is small, but its horn is filled with poison. It charges then stabs with the horn to inject poison.","こがらだが　ツノのなかには　どくが　いっぱい。ぜんしんで　とびこんできて　ツノをさし　どくを　ながしこむ。"
349,"It raises its big ears to check its surroundings. It will strike first if it senses any danger.","おおきな　みみを　たてて　まわりをさぐり　きけんが　せまると　さきに　こうげきを　しかけてくる。"
350,"It constantly moves its large ears in many directions in order to detect danger right away.","どんなときでも　おおきな　みみを　こまかく　うごかして　きけんを　いちはやく　さっち　しようとする。"
351,"The male NIDORAN has developed muscles for moving its ears. Thanks to them, the ears can be freely moved in any direction. Even the slightest sound does not escape this POKéMON’s notice.","みみを　うごかす　きんにくが　はったつしていて　どんな　むきにも　じざいに　みみを　うごかせる。かすかな　ものおとも　ききもらさない　ポケモン。"
352,"The male NIDORAN has developed muscles that freely move its ears in any direction. Even the slightest sound does not escape this POKéMON’s notice.","みみを　うごかす　きんにくが　はったつしていて　どんな　むきにも　じざいに　みみを　うごかせる。かすかな　ものおとも　ききもらさない　ポケモン。"
353,"Its large ears are flapped like wings when it is listening to distant sounds. It extends toxic barbs when angered.","みみが　おおきく　とおくの　おとを　きくとき　はばたくように　うごく。おこると　どくばりを　だす。"
354,"It stiffens its ears to sense danger. The larger its horns, the more  powerful its secreted venom.","みみを　たてて　きけんを　かんじとる。からだの　とげが　おおきいほど　つよい　どくをだす。"
355,"It scans its surroundings by raising its ears out of the grass. Its toxic horn is for protection.","くさむらの　うえに　みみだけ　だして　まわりの　けはいを　さぐる。 もうどくの　ツノで　みを　まもる。"
356,"An aggressive POKéMON that is quick to attack. The horn on its head secretes a powerful venom.","すぐに　おこって　たたかおうとする。しかも　あたまの　ツノは　ささると　きょうれつな　どくそをだす　しくみ。"
357,"Its horns contain venom. If they are stabbed into an enemy, the impact makes the poison leak out.","あたまにある　ツノの　どくそは　つきさしたときの　しょうげきで　にじみでる　しくみだ。"
358,"It raises its big ears to check its surroundings. If it senses anything, it attacks immediately.","はったつした　みみを　たてて　まわりの　けはいを　さぐる。なにかあると　すぐに　とびかかる。"
359,"Quick to anger, it stabs enemies with its horn to inject a powerful poison when it becomes agitated.","おこりっぽい　せいかくで　こうふんすると　ツメを つきさし　もうどくを ながしこんでくる。"
360,"It is easily agitated and uses its horn for offense as soon as it notices an attacker.","こうふん　しやすい　せいかく。てきに　きづくと　ツノをつきだし　いっきに　とびかかってくる。"
361,"NIDORINO has a horn that is harder than a diamond. If it senses a hostile presence, all the barbs on its back bristle up at once, and it challenges the foe with all its might.","ダイヤモンドよりも　かたい　ツノを　もつ。てきの　けはいを　かんじると　せなかの　トゲが　いっせいに　さかだち　ぜんりょくで　たちむかう。"
362,"Its horn is harder than a diamond. If it senses a hostile presence, all the barbs on its back bristle up at once, and it challenges the foe with all its might.","ダイヤモンドよりも　かたい　ツノを　もつ。てきの　けはいを　かんじると　せなかの　トゲが　いっせいに　さかだち　ぜんりょくで　たちむかう。"
363,"It is easily angered. By swinging its well-developed horn wildly, it can even punch through diamond.","おこりやすい　せいかく。はったつした　ツノを　ふりまわして　ダイヤモンドも　くしざしに　する。"
364,"It has a violent disposition and stabs foes with its horn, which oozes poison upon impact.","きしょうが　あらい　ポケモン。あいてに　つきさした　しょうげきで　ツノから　もうどくが　にじみでる。"
365,"It raises its big ears to check its surroundings. If it senses anything, it attacks immediately.","はったつした　みみを　たてて　まわりの　けはいを　さぐる。なにかあると　すぐに　とびかかる。"
366,"It uses its powerful tail in battle to smash, constrict, then break the prey's bones.","ふとい　しっぽを　ふりまわして　あいてを　しめつける。そして　せぼねを　へしおって　しまう。"
367,"Its steel-like hide adds to its powerful tackle. Its horns are so hard, they can pierce a diamond.","はがねのような　ひふを　いかした　たいあたりは　きょうりょく。ツノは　ダイヤモンドも　つきさす。"
368,"It swings its big tail around during battle. If its foe flinches, it will charge with its sturdy body.","おおきな　シッポを　ふりまわし　あいてが　ひるむと　がんじょうな　からだで　つっこんでくる。"
369,"Its tail is thick and powerful. If it binds an enemy, it can snap the victim's spine quite easily.","パワーあふれる　ふとい　シッポは　しめつけた　あいての　せぼねも　かんたんに　へしおってしまう。"
370,"It uses its thick arms, legs and tail to attack forcefully. Melee combat is its specialty.","ふとい　てあしと　しっぽで　がんがん　せめこむ　ちからじまん。せっきんせんを　とくい　とする。"
371,"NIDOKING’s thick tail packs enormously destructive power. With one swing, it can topple a metal transmission tower. Once this POKéMON goes on a rampage, there is no stopping it.","ふとい　しっぽの　ひとふりは　がんじょうな　てっとうも　へしおる　すさまじい　はかいりょく。いちど　あばれだすと　てが　つけられない。"
372,"A NIDOKING’s thick tail packs enormously destructive power capable of toppling a metal transmission tower. Once it goes on a rampage, there is no stopping it.","ふとい　しっぽの　ひとふりは　がんじょうな　てっとうも　へしおる　すさまじい　はかいりょく。いちど　あばれだすと　てが　つけられない。"
373,"It is recognized by its rock-hard hide and its extended horn. Be careful with the horn as it contains venom.","いしのように　かたい　ひふと　ながく　のびた　ツノが　とくちょう。ツノには　どくもあるので　ちゅうい。"
374,"It uses its powerful tail in battle to smash, constrict, then break the prey’s bones.","ふとい　しっぽを　ふりまわして　あいてを　しめつける。そして　せぼねを　へしおって　しまう。"
375,"One swing of its mighty tail can snap a telephone pole as if it were a matchstick.","しっぽの　いちげきは　でんちゅうを　まるで　マッチぼうのように　まっぷたつに　へしおってしまう。"
376,"Its tail is thick and powerful. If it binds an enemy, it can render the victim helpless quite easily.","パワーあふれる　ふとい　シッポは　しめつけた　あいての　せぼねも　かんたんに　へしおってしまう。"
377,"Its magical and cute appeal has many admirers. It is rare and found only in certain areas.","ふしぎで　かわいいので　おおくの　ファンがいる。ただし　せいそくちが　かぎられ　みつけるのが　たいへん。"
378,"Adored for their cute looks and playfulness. They are thought to be rare, as they do not appear often.","すがたや　しぐさが　あいくるしく　にんきだが　かずが　すくないのか　なかなか　はっけん　できない。"
379,"The moonlight that it stores in the wings on its back apparently gives it the ability to float in midair.","せなかの　つばさに　つきのひかりを　あつめることで　くうちゅうに　うかぶことが　できるらしい。"
380,"Its adorable behavior and cry make it highly popular. However, this cute POKéMON is rarely found.","あいくるしい　しぐさと　なきごえで　かわいいと　だいにんきの　ポケモン。だが　めったに　みつからない。"
381,"Though rarely seen, it becomes easier to spot, for some reason, on the night of a  full moon.","めったに　みつからない　ポケモン。ふしぎと　まんげつの　よるに　すがたを　みかけることが　おおい。"
382,"On every night of a full moon, groups of this POKéMON come out to play. When dawn arrives, the tired CLEFAIRY return to their quiet mountain retreats and go to sleep nestled up against each other.","まんげつの　よるは　げんき　いっぱいに　あそぶ。あけがた　つかれた　ピッピたちは　しずかな　やまおくで　なかまたちと　よりそって　ねむる。"
383,"On every night of a full moon, they come out to play. When dawn arrives, the tired CLEFAIRY go to sleep nestled up against each other in deep and quiet mountains.","まんげつの　よるは　げんき　いっぱいに　あそぶ。あけがた　つかれた　ピッピたちは　しずかな　やまおくで　なかまたちと　よりそって　ねむる。"
384,"Its adorable appearance makes it popular as a pet. However, it is rare and difficult to find.","あいくるしい　すがたから　ペットように　にんきが　ある。ただし　なかなか　みつけられない。"
385,"With its magical and cute appeal, it has  many admirers. It is rare and found only in certain areas.","ふしぎで　かわいいので　おおくの　ファンがいる。ただし　せいそくちが　かぎられ　みつけるのが　たいへん。"
386,"Thought to live with others on quiet mountains, it is popular for its adorable nature.","あいくるしい　しぐさで　だいにんき。　しずかな　やまおくで　なかまたちと　くらしていると　かんがえられている。"
387,"It flies using the wings on its back to collect moonlight. This Pokémon is difficult to find.","つきの　ひかりを　せなかの　つばさに　あつめて　くうちゅうに　うかぶ。　みつけるのが　むずかしい　ポケモン。"
388,"It is said that happiness will come to those who see a gathering of CLEFAIRY dancing under a full moon.","まんげつのよる　ピッピが　あつまって　ダンスを　おどるようすを　みると　しあわせに　なれると　いわれている。"
389,"Its adorable behavior and cry make it highly popular. However, this cute Pokémon is rarely found.","あいくるしい　しぐさと　なきごえで　かわいいと　だいにんきの　ポケモン。だが　めったに　みつからない。"
390,"It is said that happiness will come to those who see a gathering of Clefairy dancing under a full moon.","まんげつのよる　ピッピが　あつまって　ダンスを　おどるようすを　みると　しあわせに　なれると　いわれている。"
391,"A timid fairy POKéMON that is rarely seen. It will run and hide the moment it senses people.","ようせいの　なかまで　めったに　ひとまえに　でてこない。けはいを　かんじて　すぐ　にげてしまうようだ。"
392,"They appear to be very protective of their own world. It is a kind of fairy, rarely seen by people.","じぶんたちの　せかいを　だいじに　しているらしく　めったに　ひとまえに　でてこない　ようせいの　なかま。"
393,"With its acute hearing, it can pick up sounds from far away. It usually hides in quiet places.","どんなに　とおくの　ものおとも　ききわけられるので　ふだんは　しずかな　ところに　かくれている。"
394,"Its very sensitive ears lets it distinguish distant sounds. As a result, it prefers quiet places.","どんなに　とおくの　ものおとも　ききわけられるほど　みみが　いいので　ふだんは しずかなところを　このむ。"
395,"Said to live in quiet, remote mountains, this type of fairy has a strong aversion to being seen.","すがたを　みられることを　このまない　ようせいの　なかま。しずかな　やまおくにすむ　という。"
396,"CLEFABLE moves by skipping lightly as if it were flying using its wings. Its bouncy step lets it even walk on water. It is known to take strolls on lakes on quiet, moonlit nights.","つばさを　つかって　とぶように　スキップ。すいめんを　あるく　ことだって　できるのだ。しずかな　つきよに　みずうみを　あるく。"
397,"A CLEFABLE uses its wings to skip lightly  as if it were flying. Its bouncy step lets it even walk on water. On quiet, moonlit nights, it strolls on lakes.","つばさを　つかって　とぶように　スキップ。すいめんを　あるく　ことだって　できるのだ。しずかな　つきよに　みずうみを　あるく。"
398,"It has an acute sense of hearing. It can easily hear a pin being dropped nearly 1,100 yards away.","みみが　よくて　1キロ　はなれた　ところで　おとした　はりのおとを　みごとに　ききわけられる。"
399,"A timid fairy POKéMON that is rarely seen, it will run and hide the moment it senses people.","ようせいの　なかまで　めったに　ひとまえに　でてこない。けはいを　かんじて　すぐ　にげてしまうようだ。"
400,"Rarely seen by people, it is said to be drawn by the full moon to play at deserted lakes.","めったに　すがたを　あらわさない　まんげつに　さそわれて　ひとけのない　みずうみで　あそぶと　いわれている。"
401,"Its hearing is so acute it can hear a pin drop over half a mile away. It lives on quiet mountains.","1キロさきで　おちた　ハリの　おとも　ききわけられる　すぐれた　みみを　もつ。　しずかな　やまおくに　すんでいる。"
402,"It is very wary and rarely shows itself to people. Its ears can hear a pin drop over half a mile away.","1キロさきで　おちた　はりのおとを　ききわける　みみと　ようじんぶかさで　めったに　ひとまえに　あらわれない。"
403,"Its very sensitive ears let it distinguish distant sounds. As a result, it prefers quiet places.","どんなに　とおくの　ものおとも　ききわけられるほど　みみが　いいので　ふだんは しずかなところを　このむ。"
404,"At the time of birth, it has just one tail. The tail splits from its tip as it grows older.","うまれたとき　しっぽは　まっしろで　1ぽんしかない。そだつと　やがて　さきが　わかれて　しっぽが　ふえる。"
405,"Both its fur and its tails are beautiful. As it grows, the tails split and form more tails.","けなみや　シッポが　うつくしい。おおきくなると　シッポの　さきが　わかれて　ふえていく。"
406,"As it develops,  its single white tail gains color and splits into six. It is quite warm and cuddly.","しろい　しっぽが　おおきくなると　いろがついて　6ぽんに　わかれる。だきしめると　ほんのり　あたたかい。"
407,"If it is attacked by an enemy that is stronger than itself, it feigns injury to fool the enemy and escapes.","じぶんより　つよい　あいてに　おそわれると　キズついた　ふりをして　まどわせ　そのすきに　にげてしまう。"
408,"As its body grows larger, its six warm tails become more beautiful, with a more luxurious coat of fur.","あたたかい　6ぽんの　しっぽは　からだが　そだつごとに　けなみが　よくなり　うつくしく　なっていく。"
409,"At the time of its birth, VULPIX has one white tail. The tail separates into six if this POKéMON receives plenty of love from its TRAINER. The six tails become magnificently curled.","うまれた　ときは　しろい　1ぽんの　しっぽ。あいじょうを　たっぷり　うけると　しっぽは　6ぽんに　わかれて　みごとな　まきげになる。"
410,"Inside VULPIX’s body burns a flame that never goes out. During the daytime, when the temperatures rise, this POKéMON releases flames from its mouth to prevent its body from growing too hot.","からだの　なかで　ほのおが　いつも　もえている。ひるま　きおんが　あがると　たいおんも　たかく　なってしまうので　くちから　ほのおを　にがす。"
411,"It can freely control fire, making fiery orbs fly like will-o’-the-wisps. Just before evolution, its six tails grow hot  as if on fire.","ほのおを　あやつり　ひとだまの　ように　とばす。しんかする　ちょくぜんに　なると　6ぽんの　しっぽが　もえたように　ねつを　おびる。"
412,"While young, it has six gorgeous tails. When it grows, several new tails are sprouted.","こどもだが　6ほんの　しっぽが　うつくしい。せいちょうすると　さらに　しっぽが　ふえる。"
413,"When it is born, it has just one snow-white tail. The tail splits from its tip as it grows older.","うまれたとき　しっぽは　まっしろで　1ぽんしかない。そだつと　やがて　さきが　わかれて　しっぽが　ふえる。"
414,"It controls balls of fire. As it grows, its six tails split from their tips to make more tails.","ほのおの　たまを　あやつる。せいちょうすると　6ほんの　しっぽは　さきが　わかれて　さらに　ふえる。"
415,"As it develops, its single white tail gains color and splits into six. It is quite warm and cuddly.","しろい　しっぽが　おおきくなると　いろがついて　6ぽんに　わかれる。だきしめると　ほんのり　あたたかい。"
416,"Very smart and very vengeful. Grabbing one of its many tails could result in a 1000-year curse.","あたまがよくて　しゅうねんぶかい。ふざけて　しっぽを　つかむと　1000ねん　たたられるという。"
417,"According to an enduring legend, 9 noble saints were united and reincarnated as this POKéMON.","9にんの　せいじゃが　がったいして　このポケモンに　うまれかわったと　いいつたえに　のこっている。"
418,"Some legends claim that each of its nine tails has its own unique type of special mystical power.","9ほんの　しっぽには　それぞれ　ちがう　しんぴてきな　ちからが　ひめられている　という　はなしだ。"
419,"Its nine beautiful tails are filled with a wondrous energy that could keep it alive for 1,000 years.","9ほんの　うつくしい　しっぽには　1000ねん　いきるだけの　ふしぎなエネルギーが　つまっている。"
420,"It is said to live a thousand years, and each of its tails is loaded with supernatural powers.","しっぽの　いっぽん　いっぽんに　じんつうりきが　こめられている。　1000ねん　いきると　いわれる。"
421,"NINETALES casts a sinister light from its bright red eyes to gain total control over its foe’s mind. This POKéMON is said to live for a thousand years.","まっかな　ひとみは　あやしい　ひかりを　はなち　あいての　こころを　じざいに　あやつる。1000ねんかん　いきると　いわれている。"
422,"Legend has it that NINETALES came into being when nine wizards possessing sacred powers merged into one. This POKéMON is highly intelligent - it can understand human speech.","9にんの　せいなる　ちからを　もった　せんにんが　がったいして　うまれたという　でんせつが　ある。ちのうが　たかく　ひとの　ことばを　りかいする。"
423,"It has long been said that each of the nine tails embody an enchanted power. A long-lived NINETALES will have fur that shines like gold.","9ほんの　しっぽには　それぞれ　ふしぎな　ちからが　やどっていると　いいつたえられる。ながいきの　キュウコンは　たいもうが　きんいろ。"
424,"It has nine long tails and fur that  gleams gold. It is said to live for  1,000 years.","おうごんに　かがやく　たいもうと　9ほんの　ながい　しっぽを　もつ。1000ねんは　いきると　いわれる。"
425,"Very smart and very vengeful. Grabbing one of its many tails could result in a 1,000-year curse.","あたまがよくて　しゅうねんぶかい。ふざけて　しっぽを　つかむと　1000ねん　たたられるという。"
426,"Its nine tails are said to be imbued with a mystic power. It can live for a thousand years.","9ほんの　しっぽには　しんぴてきな　ちからが　やどっていると　つたわる。1000ねん　いきつづけるらしい。"
427,"When its huge eyes light up, it sings a mysteriously soothing melody that lulls its enemies to sleep.","つぶらな　ひとみが　ゆれるとき　ねむたくなるような　ふしぎで　きもちのいい　うたを　うたう。"
428,"Uses its alluring eyes to enrapture its foe. It then sings a pleasing melody that lulls the foe to sleep.","つぶらな　ひとみで　あいてを　みつめたあと　ふしぎで　ここちよい　うたを　きかせて　ねむらせてしまう。"
429,"If it inflates to SING a lullaby, it can perform longer and cause sure drowsiness in its audience.","おおきく　からだを　ふくらませてから　うたう　こもりうたは　いつもより　ながくて　ぜったいに　ねむくなる。"
430,"Looking into its cute, round eyes causes it to sing a relaxing melody, inducing its enemies to sleep.","つぶらな　ひとみを みつめていると　ねむたくなるような ここちよい　うたを　うたいはじめる。"
431,"It rolls its cute eyes as it sings a soothing lullaby. Its gentle song puts anyone who hears it to sleep.","つぶらな　ひとみを　ゆらしながら　うたう　こもりうたは　ここちよく　きかせた　あいてを　ねむらせる。"
432,"JIGGLYPUFF’s vocal chords can freely adjust the wavelength of its voice. This POKéMON uses this ability to sing at precisely the right wavelength to make its foes most drowsy.","こえの　はちょうを　じざいに　かえる　せいたいを　もっているので　あいてが　いちばん　ねむくなる　はちょうで　うたを　うたう　ことが　できる。"
433,"When this POKéMON sings, it never pauses to breathe. If it is in a battle against an opponent that does not easily fall asleep, JIGGLYPUFF cannot breathe, endangering its life.","うたう　ときは　いちども　いきつぎをしない。なかなか　ねむらない　てきを　あいてに　した　ときは　いきを　できない　プリンも　いのちがけ。"
434,"Nothing can avoid falling asleep hearing a JIGGLYPUFF’s song. The sound waves of its singing voice match the brain waves of someone in a deep sleep.","プリンの　うたで　ねむらない　ものは　いない。うたごえの　おとの　なみは　じゅくすいしている　ときの　のうはと　おなじ　かたちを　している。"
435,"It captivates foes with its huge, round eyes, then lulls them to sleep by singing a soothing melody.","まるくて　おおきい　ひとみで　さそいこみ　ここちよい　うたを　うたい　あいてを　ねむらせる。"
436,"When its huge eyes waver, it sings a mysteriously soothing melody that lulls its enemies to sleep.","つぶらな　ひとみが　ゆれるとき　ねむたくなるような　ふしぎで　きもちのいい　うたを　うたう。"
